*;0;#group;index;offset;type;nss;bw;gi;airtime
*;0;#sta;action;macaddr;overhead_mcs;overhead_legacy;supported
phy1;322fe35a5cd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322fe42b507;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322fe44a189;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322fe52abd6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322fe54d1d5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322fe64c46b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322fe72d0f5;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322fe74b2c5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322fe8081ac;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322fe823e66;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322fe8f7fd8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322fe9164db;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322fe9ddc7f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322fe9fc849;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322feacf228;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322feaf033b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322febd2e10;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322feca35e0;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322fecc1f88;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322fedca2f7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322fee87e8c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322feea906e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322fef9a6a0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322fefb8c13;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ff08d1ad;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ff0ab31a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ff17abcc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ff199112;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ff272581;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ff3660cd;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;322ff382d4b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ff45ee46;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ff47e54d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ff54ad85;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ff568116;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ff63bb38;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ff659d12;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ff72b749;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ff74a238;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ff82cb6e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ff84b508;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ff930ebe;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ff959730;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ffa59d0e;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;322ffa657c9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ffa717f9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ffa9743f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ffb914ee;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ffbaf8ee;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ffc820ed;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ffc9f9ce;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ffd6e6c8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ffd8d35b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322ffe5a57f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322ffe78807;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;322fff52ce2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;322fff6dc5f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32300044a9c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32300061944;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32300151709;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323031601e3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323031881f8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230329b320;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323032bee7d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323033c93f2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323033e7253;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323034e9fd3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3230350d91d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230361c534;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3230368721a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230378438f;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;3230389cc14;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;323038bb45d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230398addb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323039a98bd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32303a913fb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32303b8682d;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32303ba41b8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32303c99f25;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32303cb9375;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32303d961f7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32303db4578;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32303e894a4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32303ea6e5f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32303f8590f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32303fa6653;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230408636e;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3230409c497;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323040c3673;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323041d3e62;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323041f5a2e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323042d72b7;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323042f6d72;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323043f5734;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3230450719f;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;32304526d8c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323045ff692;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3230461e4c1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323046f1aa0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3230470f4c5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323047fab84;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323048f9ed2;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32304917ffd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32304a05041;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32304a2b5e1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32304b18fcd;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32304b30cc1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32304b3c2b3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32304c4b177;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32304c6861f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32304d2b6da;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32304d38731;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32304dd9ee2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32304eb392a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32304ed65f3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32304fb3232;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32304fd9122;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32305087af0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323050a510b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32305177eef;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323051968d6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32305269264;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32305287c87;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230535c94a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3230537a940;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230544db8e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32305469d35;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32305545e8c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32305564133;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32305638459;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32305656ba6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32305744203;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3230576c283;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32305861b3f;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323058caed8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323058ea549;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323059d5cee;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323059f3bf6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32305aacba4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32305aca8df;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32305ba556f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32305bca49f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32305cb47fc;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32305cd63fa;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32305da1ecd;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32305dc0908;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32305e94e3f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32305eb2bf1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32305f862f8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32305fa51dd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323060748d4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32306091f5d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230618c7ab;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323061aacb4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32306283ee6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323062a1fdc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230637610a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323063948fe;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230647c65d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323064a46fa;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32306583694;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323065e88d8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230660d7e9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323066d61d9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323066f35e8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323067c4bfa;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323067e72ff;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323068bb297;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323068d7f4c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323069adb9d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323069cc265;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32306ab2fb1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32306ad1446;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32306bb82be;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32306bd86e7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32306cb11ca;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32306cd5bc7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32306db50d3;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32306dd3908;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32306ea6dfc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32306ec5ee3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32306f9b654;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32306fb9a0c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230708d4ac;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323070aa2b2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230719a0bf;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323071ba96f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323072919b9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323072b0a93;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32307383d73;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323073a2367;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230748f253;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323074b683f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230758cce0;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323075f2123;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32307614903;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323076f2a34;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3230771092e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323077e9f36;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3230780a2ee;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323079053b8;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32307927d4f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323079e38c2;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32307a01368;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32307acf33a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32307aed9e7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32307bc2cca;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32307be14d2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32307cb5928;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32307cd8f44;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32307dd3721;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32307ef7fdc;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32307f1a579;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3230801270a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323080342ad;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323081032ed;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3230812471e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32308204a3a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323082228e9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323082f0947;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32308315b01;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323084112b1;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32308430e94;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323085010e7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32318c2bea3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32318c4a9cc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32318d1e9b6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32318d3e315;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32318e0ea6c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32318e2ba31;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32318eff32e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32318f1e51b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32318feb9b7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231900b1a2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323190e2080;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323191007b8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323191f0fcf;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323192dd23b;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;323192fc2aa;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323193cb3be;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323193eadd8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323194be200;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323194dd79d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323195adf0a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323195cadc5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323196b28c5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323196d7b0b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323197bbe5a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323197dbbaa;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323198b3ba8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;323198d1315;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;323199a5b58;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32319a9a6c1;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32319ab9590;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32319b81236;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32319caaa4d;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;32319cc937b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32319d9ecf2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32319dbf786;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32319e9b164;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32319eb7fe2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;32319f90e69;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;32319fb10e2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231a08c72b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231a0a943c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231a182a7a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231a27f08c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3231a29e472;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231a36de78;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231a394f48;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231a48405c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231a4a3a2f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231a59a9ce;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231a6895c7;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3231a6a7de1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231a77a6d5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231a798d74;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231a8627aa;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231a880add;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231a95bd0d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231a977454;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231aa2d864;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231aa64c4e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231aaebfb1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231ab992df;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231abc1d80;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231accb6d0;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3231aceb75d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231adc0cdc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231ade2461;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231ae97806;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231aec162a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231afbe470;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231b0bb692;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3231b0e853c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231b20fb5a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231b233999;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231b2e707e;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3231b3c6a13;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3231b4ce1d6;txs;50:eb:71:92:80:33;4;4;0;279;1
phy1;3231b5b8f51;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;3231b5d5db0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231b6b3161;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231b6d1cdc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231b7a5eb2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231b7c446e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231b8bc7ff;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231b8da013;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231b9b1b7d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231b9ce7ed;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231baa641c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231bac4fdf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231bb9269c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231bbb19f6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231bc7e0c9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231bc9f870;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231bd7cb72;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231bd9a763;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231be8678b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231bea51a3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231bf74d2b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231bf9297b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231c0657e5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231c082637;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231c157d50;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231c186806;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231c264c06;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231c283c75;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231c358459;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231c37673a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231c4443e0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231c4611e7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231c5348ba;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231c5530af;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231c622b82;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231c6421df;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231c711614;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231c73087c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231c80081a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231c824401;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231c8fb002;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231c919e02;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231ca05c9e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231ca232af;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231cb24bc5;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231cb42ebe;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231cc2b421;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231cc4d41b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231cce4bb4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231cd0c48b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3231cdfa194;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3231ce19c3e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3232d0d45ec;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3232d1adb94;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3232d1cd6d8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3232d2ae461;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3232d2caa0a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3232d39d2f8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3232d3ba1d2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3232d48bef9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3232d4aa86e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3232d58d72b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3232d5afc37;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3232d6c0b1e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3232d6e2498;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3232d7a2cdb;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3232d7c3f54;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3232d8949d7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3232d8b6306;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;3232d972924;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;3232d98cbba;txs;50:eb:71:92:80:33;1;1;0;279;1
