*;0;#group;index;offset;type;nss;bw;gi;airtime
*;0;#sta;action;macaddr;overhead_mcs;overhead_legacy;supported
phy1;7aeb13f4362;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb1413c91;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb5aab354;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb5acacd1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb5b98b66;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb5bb976e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb5c9a50e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb5cb8df4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb5ddf2b6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb5e065b0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb5ea2384;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb5fbccda;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aeb5fecc97;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aeb60795ab;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aeb6174f51;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb62b3aed;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aeb62d2266;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb6379f5d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb63a24f2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb64a869f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb64c88f1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb65a2eda;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb65c1f27;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb66acaa1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb66cdbb4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb67ae1fd;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb67cf25d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb68b6b42;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb68d799b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb699f573;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb69bfedf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb6a8ade9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb6aaa094;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb6aad1b1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb6bed873;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb6c0d748;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb6cca49c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb6cebed5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb6dc207d;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb6de5b2a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb6efebd4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb6f1f446;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;fd91ef;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb6ff9db4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb70e9870;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aeb71d2339;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aeb71f2c89;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeb72aa388;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aec708f182;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aec70ae7fa;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aec7176fda;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aec7197d4d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aec724fc82;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aec726f692;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aec7338de4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aec7358633;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aec7416434;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aec74360f2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aec74dc4d2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aec74fb66a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aec75f182e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aec760d03c;stats;50:eb:71:92:80:33;279;3e8;2f2;bf;bf;563920;565624
phy1;7aec76d2972;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aec76f25bf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aec77b17d2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aec77d10c1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aec7893556;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aec78b2d34;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aec7981df6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aec7a37f24;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aec7a539ae;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aec7b30324;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aec7b50ec5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aef9113a83;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aef920cf40;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aef922bfe3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aef9306d44;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aef932949e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aef9415fa4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aef9436406;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aef9521e6c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aef95409e4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aef9623522;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aef96451c3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aef9720239;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aef97408a1;stats;50:eb:71:92:80:33;279;3e1;2f2;aa;aa;564283;565f8c
phy1;7aef9843d93;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aef9863ecd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aef998bdea;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aef99ad25c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aef9a65209;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aef9a86c91;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aef9b628e6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aef9b80539;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aef9c6c8b9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aef9c8cc4b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aef9d700be;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aef9d90d05;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aef9e77a09;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aef9e97201;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aef9f8498e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aef9fa4f42;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefa09727f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefa0b1a09;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefa1653b4;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefa18b2f9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefa2924de;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefa2b2b49;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefa38c937;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefa3ac563;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefa48e66e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefa4ac67f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefa58eab6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefa5b12a4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefa6997f0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefa6bb79c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefa7a56aa;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefa7c48e9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefa89ab1a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefa8bb02a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefa9b4ecd;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefaacba07;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aefaaea7b9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefabed4ce;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefac0c7f5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aeface1119;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefad045a3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefadec6ec;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefae0a656;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefaeeb0a1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefaf0bc49;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefafea4e0;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefb002c2d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefb0fbd41;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefb11a4c5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefb1f363f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefb212fec;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefb2ef667;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefb33f46a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefb43b690;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefb45a87a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefb4ff784;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefb526210;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefb6090ec;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefb6251a1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefb6d72db;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefb6f29d1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefb7c3d56;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefb7e04cb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefb89c447;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefb8be669;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefb9920d3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefb9ae217;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefba6126a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefba864f9;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefbb57a3e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefbb767fd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefbc2b53f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefbc493fb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefbd42146;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefbd5faaa;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefbe36dba;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefbe5661f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefbf1cd21;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefc0282c5;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aefc04673c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefc0ec35b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefc10ce23;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefc1ea929;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefc20a08f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefc2b7963;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefc39df8c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7aefc3bbcec;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefc458d87;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7aefc47d0a2;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7aefc5544b3;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af09fad060;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0a04f266;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0a070620;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0a110e63;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0a1320dc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0a20ba52;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0a228309;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0a2c3201;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0a2caec8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0a377c76;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0a39906d;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0a42cf2c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0a4503bc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0a50bd87;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0a582889;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0a5b29b1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0a650584;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0a677a8f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0a71408c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0a73540f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0a806e61;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0a88b779;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0a8a89f6;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0a956403;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0a976ec3;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0aa13058;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0aa34935;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0aad2063;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0aadcfe0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0aae0044;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0abe87e1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0acd4be9;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0ada3e29;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0adc08fd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0ae717a9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0ae8e2cc;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0af2645c;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0af469ea;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0aff53ed;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0b018ab7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0b0a025e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0b0aa664;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0b0adbeb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0b1593ae;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0b17a778;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0b210853;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0b238049;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0b2dee07;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0b2fc5eb;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0b3a98cc;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0b3c9526;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0b4b1eff;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0b4e18d5;stats;50:eb:71:92:80:33;279;3e8;2f2;dd;dd;5646a0;5663a9
phy1;7af0b56d897;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0b588d68;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0b642a9b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0b661d54;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0b70c4da;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0b7d5c18;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0b8c662c;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0b982c61;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0b9a2c09;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0ba53d56;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0bb153d3;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0bb33480;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0bbdc631;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0bbfadb1;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0bca182f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0bcc9cb4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0bd925ce;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0bdae04b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0be93280;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0beae3a4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0bf76856;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0bf9280c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0c03c3c8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0c0585ff;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0c10e992;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0c1bff9f;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0c1dfa61;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0c285516;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0c2a4467;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0c36e398;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0c38b2a8;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0c48a32e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0c4e505b;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0c510cdf;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0c530232;txs;50:eb:71:92:80:33;5;5;0;279;1
phy1;7af0c54361b;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0c603944;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0c621432;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0c6d251f;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0c6f1627;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0c79c937;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0c8a6933;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0c8c655e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0c9876f6;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0c9a6775;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0ca2f345;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0ca5f19c;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0caf2eac;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0cb294d7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0cbc9496;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0cbe92cd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0cc95b27;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0cd3fb96;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0cd5e677;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0ce00677;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0ce20966;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0cea8631;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0cedaa03;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0cf9c4e2;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0d061ae3;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0d07e4dd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0d12428b;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0d15819e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0d2183a9;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0d23ceb0;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0d2fca64;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0d31368f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0d3d3c36;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0d49c573;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0d5884b5;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0d644146;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af0d6647cd;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0d703994;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0d7228fa;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0d7c3855;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0d7e464e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0d87a094;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0d89c648;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0d93f3e1;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af0d95e276;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af0da0531a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1bc0f46e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1bcc3859;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1bce2f7e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1bd87f13;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1bda4c69;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1be5e07e;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1be7cb9a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1bf0b49a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1bf30e63;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1bfc9145;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1c0108ae;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1c0d65b7;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1c194172;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af1c1b48d7;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1c2568e8;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1c279327;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1c319579;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1c337089;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1c3ce61a;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1c3fb92a;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1c4ad844;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1c55a47e;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af1c577d76;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1c633339;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1c6e5657;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af1c700a92;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1c7cbf79;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1c840a2f;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af1c89eb83;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1c94c95d;txs;50:eb:71:92:80:33;3;3;0;279;1
phy1;7af1c95a864;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1c991f2e;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1c9eb7ff;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1ca05947;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1ca27d54;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1ca2e471;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1ca4fe03;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1cb5a5a4;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1cb7a3b5;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1cbf9403;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1cc1d670;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1cc243fe;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1cc37c94;txs;50:eb:71:92:80:33;2;2;0;279;1
phy1;7af1cc6a42f;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1cc7d886;txs;50:eb:71:92:80:33;1;1;0;279;1
phy1;7af1cce95b2;txs;50:eb:71:92:80:33;1;1;0;279;1
